hour,weekday,floor_int,temperature,power,occupancy
4,2,5,67.6169033354901,35.9013404846191,0
4,2,5,67.6169033354901,35.9013404846191,0
4,2,5,67.6169033354901,35.9013404846191,0
4,2,5,67.6169033354901,35.9013404846191,0
4,2,5,67.6169033354901,0.776612102985382,0
4,2,5,67.6169033354901,0.776612102985382,0
4,2,5,67.6169033354901,0.776612102985382,0
4,2,5,67.6169033354901,0.776612102985382,0
4,2,5,67.6169033354901,5.3973335158953,0
4,2,5,67.6169033354901,5.3973335158953,0
4,2,5,67.6169033354901,5.3973335158953,0
4,2,5,67.6169033354901,5.3973335158953,0
4,2,1,67.8908966967934,10.6907542943954,4
4,2,4,69.3287071695133,3.2783834739821,2
4,2,3,67.6007884047752,18.2568381633319,4
4,2,2,68.5328114191691,10.6707549542189,1
3,2,3,67.6333179473877,18.9770853970549,2
3,2,5,67.662705340284,0.777112901210785,0
3,2,5,67.662705340284,0.777112901210785,0
3,2,5,67.662705340284,0.777112901210785,0
3,2,5,67.662705340284,36.0114517211914,0
3,2,5,67.662705340284,36.0114517211914,0
3,2,5,67.662705340284,36.0114517211914,0
3,2,5,67.662705340284,5.39614244826953,0
3,2,5,67.662705340284,5.39614244826953,0
3,2,5,67.662705340284,5.39614244826953,0
3,2,2,67.7225927035014,11.520470889518,2
3,2,1,68.8739417895936,12.4441337585449,2
3,2,2,67.8745748837789,9.36071359110065,3
3,2,1,68.4582435206363,10.6316269636154,3
3,2,4,69.3174784134845,3.32862946018577,1
3,2,3,67.6452994235726,16.7628888634208,1
3,2,5,67.6126987173202,0.775603950023651,0
3,2,5,67.6126987173202,0.775603950023651,0
3,2,5,67.6126987173202,0.775603950023651,0
3,2,5,67.6126987173202,0.775603950023651,0
3,2,5,67.6126987173202,5.38577742871712,0
3,2,5,67.6126987173202,5.38577742871712,0
3,2,5,67.6126987173202,5.38577742871712,0
3,2,5,67.6126987173202,5.38577742871712,0
3,2,5,67.6126987173202,36.2225914001465,0
3,2,5,67.6126987173202,36.2225914001465,0
3,2,5,67.6126987173202,36.2225914001465,0
3,2,5,67.6126987173202,36.2225914001465,0
2,2,1,68.093379940903,11.0079534053802,4
2,2,4,69.3755719710369,3.26531278388575,2
2,2,2,68.3024868647258,9.13726084516384,1
2,2,3,67.4398344616557,16.7490639082389,1
2,2,5,67.5917369152637,36.0063018798828,0
2,2,5,67.5917369152637,36.0063018798828,0
2,2,5,67.5917369152637,36.0063018798828,0
2,2,5,67.5917369152637,36.0063018798828,0
2,2,5,67.5917369152637,0.772577226161957,0
2,2,5,67.5917369152637,0.772577226161957,0
2,2,5,67.5917369152637,0.772577226161957,0
2,2,5,67.5917369152637,0.772577226161957,0
2,2,5,67.5917369152637,5.38227544992696,0
2,2,5,67.5917369152637,5.38227544992696,0
2,2,5,67.5917369152637,5.38227544992696,0
2,2,5,67.5917369152637,5.38227544992696,0
2,2,5,67.8012002461345,0.774685323238373,0
2,2,5,67.8012002461345,0.774685323238373,0
2,2,5,67.8012002461345,0.774685323238373,0
2,2,5,67.8012002461345,35.9249801635742,0
2,2,5,67.8012002461345,35.9249801635742,0
2,2,5,67.8012002461345,35.9249801635742,0
2,2,5,67.8012002461345,5.45579182286747,0
2,2,5,67.8012002461345,5.45579182286747,0
2,2,5,67.8012002461345,5.45579182286747,0
2,2,3,67.7958957760833,16.8297244594723,0
2,2,2,68.073908940951,9.12641741335392,1
2,2,4,69.3715522921815,3.35902879267815,2
1,2,1,68.7960634064256,10.7087745070457,1
1,2,4,69.414663042341,3.41287875795388,2
1,2,5,68.0884582708913,35.871036529541,0
1,2,5,68.0884582708913,35.871036529541,0
1,2,5,68.0884582708913,35.871036529541,0
1,2,5,68.0884582708913,0.774135649204254,0
1,2,5,68.0884582708913,0.774135649204254,0
1,2,5,68.0884582708913,0.774135649204254,0
1,2,5,68.0884582708913,5.43975667524501,0
1,2,5,68.0884582708913,5.43975667524501,0
1,2,5,68.0884582708913,5.43975667524501,0
1,2,3,67.9955631965815,16.7597031636979,2
1,2,1,68.2460965775607,11.2074203491211,1
1,2,4,69.4327133334413,3.31846756764571,1
1,2,3,67.5891815895258,16.8382876217656,1
1,2,2,68.3958463986715,9.16859546885826,1
1,2,5,67.7201902206908,35.8510704040527,0
1,2,5,67.7201902206908,35.8510704040527,0
1,2,5,67.7201902206908,35.8510704040527,0
1,2,5,67.7201902206908,35.8510704040527,0
1,2,5,67.7201902206908,0.77504825592041,0
1,2,5,67.7201902206908,0.77504825592041,0
1,2,5,67.7201902206908,0.77504825592041,0
1,2,5,67.7201902206908,0.77504825592041,0
1,2,5,67.7201902206908,5.41645974037237,0
1,2,5,67.7201902206908,5.41645974037237,0
1,2,5,67.7201902206908,5.41645974037237,0
1,2,5,67.7201902206908,5.41645974037237,0
0,2,1,69.1258472643401,10.5172418951988,6
0,2,4,69.4506544774892,3.36495741191902,4
0,2,5,68.0037211086733,0.770707666873932,0
0,2,5,68.0037211086733,0.770707666873932,0
0,2,5,68.0037211086733,0.770707666873932,0
0,2,5,68.0037211086733,0.770707666873932,0
0,2,5,68.0037211086733,5.3772058437753,0
0,2,5,68.0037211086733,5.3772058437753,0
0,2,5,68.0037211086733,5.3772058437753,0
0,2,5,68.0037211086733,5.3772058437753,0
0,2,5,68.0037211086733,35.6349906921387,0
0,2,5,68.0037211086733,35.6349906921387,0
0,2,5,68.0037211086733,35.6349906921387,0
0,2,5,68.0037211086733,35.6349906921387,0
0,2,2,68.3932631810506,9.11267707985826,0
0,2,3,67.9385836179866,16.9930831336533,0
0,2,1,68.8358097411039,11.4267946481705,2
0,2,4,69.4888337582958,3.45891673362348,1
0,2,5,67.898628586573,36.1957511901855,0
0,2,5,67.898628586573,36.1957511901855,0
0,2,5,67.898628586573,36.1957511901855,0
0,2,5,67.898628586573,36.1957511901855,0
0,2,5,67.898628586573,0.773547053337097,0
0,2,5,67.898628586573,0.773547053337097,0
0,2,5,67.898628586573,0.773547053337097,0
0,2,5,67.898628586573,0.773547053337097,0
0,2,5,67.898628586573,5.41987842487288,0
0,2,5,67.898628586573,5.41987842487288,0
0,2,5,67.898628586573,5.41987842487288,0
0,2,5,67.898628586573,5.41987842487288,0
0,2,2,68.0793848673503,9.85227439459413,0
0,2,3,67.898862927459,17.7892233665625,0
23,1,1,68.5291457092553,10.8182620406151,1
23,1,5,67.9077098285053,5.43071217066608,0
23,1,5,67.9077098285053,5.43071217066608,0
23,1,5,67.9077098285053,0.771864593029022,0
23,1,5,67.9077098285053,0.771864593029022,0
23,1,5,67.9077098285053,35.8442726135254,0
23,1,5,67.9077098285053,35.8442726135254,0
23,1,3,68.0749569382779,17.8087830986769,0
23,1,1,69.420746318081,10.8449932336807,4
23,1,4,69.5307884994818,4.41003313864348,1
23,1,5,68.2023541064973,0.771279215812683,0
23,1,5,68.2023541064973,0.771279215812683,0
23,1,5,68.2023541064973,0.771279215812683,0
23,1,5,68.2023541064973,36.002799987793,0
23,1,5,68.2023541064973,36.002799987793,0
23,1,5,68.2023541064973,36.002799987793,0
23,1,5,68.2023541064973,5.36641241962207,0
